,Messages,Classe,Similarity
7603,"Reconheço minha falha em não ler e assinar um documento, porém, entrei em contato com o consultor imediatamente quando soube que não o material necessário para a execução do curso, não chegaria a tempo. 
Então não mencionou o referido pagamento.",14.0,0.8144775356409955
7604,3,13.0,0.9309000111928037
7610,Boa tarde,12.0,0.9081050786729821
7612,Ok,4.0,0.9999925679915664
7615,"Rua São Carlos, 430 chácara São Marcos - Embu das artes",9.0,0.8048183553136945
7624,Foi. Aí. Com. Vocês. Com. João. Que. Fiz. A. Menina. Que. Estava. Fazendo. Passou. Pra. Outra. Ele. Ia. Para. Um. Emprego. Que. Arranjou. E. Uma. Colega. Dela. Fez. O. Resto. Que. Faltava,16.0,0.880526957128871
7627,??,6.0,0.9738372424132666
7632,Perfeito!,16.0,0.8442639973288202
7648,Boa tarde,12.0,0.9081050786729821
7654,26,13.0,0.8928364169121542
7670,59776838987,13.0,0.8206582424856703
7671,?????,6.0,0.9192450024273495
7676,Sim,5.0,0.9880873048952942
7682,???,6.0,0.9517508450308584
7692,Sim,5.0,0.9880873048952942
7697,Obrigado,7.0,0.9859162697976918
7698,Blz,10.0,0.8409440701686757
7700,Obrigado,7.0,0.9859162697976918
7704,00260547603,13.0,0.8301687838082747
7707,Ok,4.0,0.9999925679915664
7712,83692258615,13.0,0.8996654559400192
7721,Blz,10.0,0.8409440701686757
7726,Ok,4.0,0.9999925679915664
7728,Fco. Celio,16.0,0.8153649249610009
7731,????,6.0,0.9330070096650737
7732,Ok,4.0,0.9999925679915664
7739,24961971871,13.0,0.8979814662845975
7740,Oi,3.0,0.9999177003965305
7741,Boa tarde,12.0,0.9081050786729821
7750,?,6.0,0.9903489639542571
7756,Ok,4.0,0.9999925679915664
7760,Meu nome é Felipe Magno Rodrigues de Oliveira,9.0,0.8401888097156315
7774,Leandro Moura,9.0,0.8823836680382322
7779,Minha dúvida é sobre a Revisão do Artigo 29 aparece para mim no meu INSS que meus valores dessa revisão foi creditado em conta só que não consigo saber quanto já liguei no INSS eles não falam e o meu valor está em Agência de Cubatão porque foi lá que o benefício saiu na época  e moro em São Paulo se puder me ajudar a saber o valor que está la,17.0,0.8224101419240526
7785,1141085,13.0,0.8937833921615155
7786,1140497,13.0,0.8810977767425449
7788,Boa tarde,12.0,0.9081050786729821
7789,Perai,10.0,0.8414394463654178
7799,Preciso mostrar ao médico pq estou em outro estado,14.0,0.8376283710898772
7800,14 as 17,13.0,0.8052269243778569
7803,Oi,3.0,0.9999177003965305
7815,1141085,13.0,0.8937833921615155
7819,Sim,5.0,0.9880873048952942
7821,Blz,10.0,0.8409440701686757
7838,Não. Pode finalizar. Muito obrigada!,16.0,0.8164285974215679
7843,Olá,15.0,0.8845560941342169
7851,também queria saber se tem como a ong ajudar com algum barraco sei lá,17.0,0.8172733586354655
7854,?,6.0,0.9903489639542571
7858,Boa tarde Bruno,12.0,0.8244434985130292
7859,Boa tarde,12.0,0.9081050786729821
7865,5,13.0,0.8520622415298768
7867,20561020,13.0,0.8884530743237191
7868,Obrigada,2.0,0.9627894558350756
7870,Sim,5.0,0.9880873048952942
7871,Obrigada,2.0,0.9627894558350756
7872,Ok,4.0,0.9999925679915664
7874,Ok,4.0,0.9999925679915664
7877,Ok,4.0,0.9999925679915664
7878,629 071 079 68,13.0,0.8418124951124661
7885,Obrigada,2.0,0.9627894558350756
7890,7,13.0,0.8922586349654542
7898,Ok,4.0,0.9999925679915664
7901,?,6.0,0.9903489639542571
7903,Boa tarde,12.0,0.9081050786729821
7912,Felipe,10.0,0.8226332159881715
7918,Ok,4.0,0.9999925679915664
7928,Sim,5.0,0.9880873048952942
7929,Ok,4.0,0.9999925679915664
7936,"Zaha Engenharia & Soluções 
Agradecemos sua mensagem. 
Engenheiro Civil:Paulo Henrique 
Projetos arquitetônicos e complementares.
Consultorias, Averbações, Projetos de combate a incêndio e pânico, Perícia Prediais e avaliação imobiliária",9.0,0.832969409936916
7941,Credito,10.0,0.8284950306802967
7942,Boa tarde Gustavo,12.0,0.8140242589458317
7950,Dia 17 19 24,8.0,0.8867448684363022
7953,Wanessa Souza Tavares,9.0,0.8681511659243972
7958,Obrigada,2.0,0.9627894558350756
7959,Macapá,10.0,0.8696934533149294
7960,Obrigado,7.0,0.9859162697976918
7967,Ok,4.0,0.9999925679915664
7970,"Moro na rua São João Batista, 845 Harmonia Canoas RS",9.0,0.8997042077929447
7973,00436683130,13.0,0.8180169176612304
7975,Obrigada,2.0,0.9627894558350756
7976,Pra fazer compra na hora tem que ta entrada e o cartão recebe na hora,1.0,0.8531737277184195
7979,07989367971,13.0,0.802895861215811
7986,Obrigada,2.0,0.9627894558350756
7989,Olá,15.0,0.8845560941342169
7990,?,6.0,0.9903489639542571
7995,Olá,15.0,0.8845560941342169
7997,"Rua Miguel Gonçalves, 637 - Bela Vista",9.0,0.860881231961683
7998,Boa tarde,12.0,0.9081050786729821
8000,Ok,4.0,0.9999925679915664
8009,Pode agendar,0.0,0.8106903928968074
8010,110 872 587 23,13.0,0.8931895603009072
8013,Roberta Vasconcelos,9.0,0.8886090801340257
8020,Extrato mês de fevereiro 2021,8.0,0.8042525372894582
8023,Fico. Pra. Mim. Ir. Hoje ai,16.0,0.8694277906581644
8033,Ok,4.0,0.9999925679915664
8034,117,13.0,0.9158820415080522
8044,25208080397,13.0,0.8849214432647039
8048,20,13.0,0.8980709587572502
8053,TEREZA ANGELICA GOMES MACHADO,9.0,0.8249226513246908
8056,12 791 446 0001 60,13.0,0.8721951114664017
8057,?,6.0,0.9903489639542571
8059,Sim,5.0,0.9880873048952942
8060,Oi,3.0,0.9999177003965305
8062,25,13.0,0.8684389944243922
8071,Manoel Dias Branco,9.0,0.9062369211398849
8077,Boa tarde,12.0,0.9081050786729821
8085,"Fazer um pedido
50 bolinhas queijo
50 pastéis de carne
100 coxinhas 
100 canudinhos 
Pra entrega
Por favor na promoção de hj 
Me passa o valor
Rua pedro Balbino 210",8.0,0.8029350934747406
8089,Obrigada,2.0,0.9627894558350756
8092,Certo,19.0,0.989127781057761
8098,Ok,4.0,0.9999925679915664
8099,"boa tarde aquipe competente do João! ...desde o comeco dessa luta do joso venho acomosnhando o trabslho dele! tenho todas partocipacoes dele, arquivadas em uma pasta no meu computador! como NÃO  tenho a habilidade natural em mexer em computador? ! desejaria incubir a equipe de se inteirar se tenho direito nessa revisão  que o Joao  fala no artigo 29!?",14.0,0.8145095382668424
8102,19215,13.0,0.9249082852503707
8113,Extrato mês de maio 2021,8.0,0.8072666093606966
8115,"- Yasmim Gomes
- Unidade Rui Barbosa
- valores da musculação",9.0,0.8220868872750724
8127,Agradeço o contato,14.0,0.8028600464855606
8133,Boa tarde,12.0,0.9081050786729821
8142,Olá???,6.0,0.8727099877959232
8149,Ok,4.0,0.9999925679915664
8152,Ok,4.0,0.9999925679915664
8154,Boa tarde,12.0,0.9081050786729821
8158,Certo,19.0,0.989127781057761
8169,Extrato mês abril 2021,8.0,0.81976724765666
8171,94017387268,13.0,0.8607146166084225
8176,Mona Karine Menezes de Sousa,9.0,0.8903685169399402
8179,Oi,3.0,0.9999177003965305
8192,Certo,19.0,0.989127781057761
8204,Ok,4.0,0.9999925679915664
8214,Gustavo Breno da Silva Marques,9.0,0.8617285851957612
8215,Orçamento,10.0,0.8593811623225184
8216,???,6.0,0.9517508450308584
8218,"Boa tarde, so gostaria de saber exatamente o dia que o montador irá em minha residência,pra montar o armário de cozinha,pra  deixar uma pessoa aguardando o mesmo na casa",1.0,0.8041020835968279
8232,Unimed,10.0,0.8548461917134229
8233,Oi,3.0,0.9999177003965305
8234,Sim,5.0,0.9880873048952942
8238,975332080,13.0,0.8804908099554113
8241,1,13.0,0.9225807665146257
8243,Boa tarde,12.0,0.9081050786729821
8251,Extrato mês Março 2021,8.0,0.8389708457408264
8255,Sim,5.0,0.9880873048952942
8259,Obrigada,2.0,0.9627894558350756
8261,"Boa tarde amigos e amigas hoje estamos com uma novidade de dar agua na boca, Torta Alemã 😍😍😍, além dos ja tradicionais bolo de pote, pudim e copo da felicidade. Venha se deliciar com essas sobremesas maravilhosas.
Pudim e torta no pote 7 reais a unidade.
bolo de pote 6 reais a unidade.
Copo da felicidade 15 reais.",1.0,0.8093064200060566
8263,Certinho,10.0,0.8498348733976561
8267,Obrigada,2.0,0.9627894558350756
8268,"Meu endereco é Rua Bill Cartaxo 1725, Casa 2, José de Alencar.",9.0,0.861043711016029
8289,Sim,5.0,0.9880873048952942
8292,Sim,5.0,0.9880873048952942
8299,Nuel Lima,9.0,0.882441618466544
8302,Eu gostaria de saber quanto custa uma ressonância magnética com laudo da cabeça e quanto custa uma consulta com o médico neurologista.,1.0,0.8550068565584603
8305,Pode agendar,0.0,0.8106903928968074
8318,Ok,4.0,0.9999925679915664
8328,Oi,3.0,0.9999177003965305
8329,119.236.266-71,13.0,0.8456687217851797
8336,Ok,4.0,0.9999925679915664
8337,Boa tarde envie uma forma mais pratica para preencher o formulário de requerimento de aposentadoria pois esse só fala de covid. Grata,1.0,0.823295991445989
8339,Ok,4.0,0.9999925679915664
8340,"Não estou conseguindo baixar o boleto desse mês

Não consta no app",14.0,0.8004199263876196
8341,Ok,4.0,0.9999925679915664
8342,1,13.0,0.9225807665146257
8343,Pode fazer,0.0,0.8965791961977174
8348,Boa tarde,12.0,0.9081050786729821
8350,Ok,4.0,0.9999925679915664
8352,Ok,4.0,0.9999925679915664
8359,Cristiane Rocha da Silva,9.0,0.8111427712976453
8361,Obrigada,2.0,0.9627894558350756
8363,19214,13.0,0.8762275572978042
8373,28945034315,13.0,0.880096418826948
8374,Ok,4.0,0.9999925679915664
8377,Oi,3.0,0.9999177003965305
8378,8,13.0,0.8402309217503671
8380,Boa tarde,12.0,0.9081050786729821
8385,Obrigado,7.0,0.9859162697976918
8386,???,6.0,0.9517508450308584
8389,00916301931,13.0,0.8720310399162473
8394,Olá,15.0,0.8845560941342169
8398,Luiz,10.0,0.8271449377638618
8403,Obrigado,7.0,0.9859162697976918
8409,Davi Lucca de Oliveira Santiago,9.0,0.8855298074172111
8410,2762,13.0,0.8770044176075522
8414,Ok,4.0,0.9999925679915664
8420,Oi,3.0,0.9999177003965305
8422,Legal,10.0,0.8449498646157024
8429,1081684,13.0,0.9066287896927184
8437,Boa tarde,12.0,0.9081050786729821
8438,Olá,15.0,0.8845560941342169
8441,5,13.0,0.8520622415298768
8442,62,13.0,0.8591893975466129
8445,Boa tarde,12.0,0.9081050786729821
8453,8 x 339.67,8.0,0.8284654119365078
8454,Obrigado,7.0,0.9859162697976918
8457,Ok,4.0,0.9999925679915664
8461,Manoel,10.0,0.8843184800474749
8462,Olá,15.0,0.8845560941342169
8473,Tem acréscimo de valor o convênio cobre,14.0,0.826205579159266
8482,Desliane,10.0,0.8203443764374744
8487,"Emanuelle Carla Araújo Alves Sampaio
Unidade guararapes 
Matrícula",9.0,0.9073847176200309
8489,Obrigado,7.0,0.9859162697976918
8490,Ok,4.0,0.9999925679915664
8499,Sim,5.0,0.9880873048952942
8501,74773739134,13.0,0.8770231061090206
8502,Emanuel,10.0,0.8250798782927495
8505,65577914787,13.0,0.8657486595090417
8507,Boa tarde,12.0,0.9081050786729821
8529,"A sério
Mais eu só paguei hoje aí pq não consegui lá em cima.inprinkr boleto 
Tem como mudar para ei pagar só na laterica 
Pois para eu ir aí e muito longe
Eu trabalho",17.0,0.8433340173705954
8534,Falta a guia de exame da última e carteira Unimed,1.0,0.8382476418218052
8539,Pode ligar,0.0,0.8526690263541705
8546,Obrigada,2.0,0.9627894558350756
8547,Ok,4.0,0.9999925679915664
8558,Oi,3.0,0.9999177003965305
8560,?,6.0,0.9903489639542571
8562,Obrigada,2.0,0.9627894558350756
8564,5,13.0,0.8520622415298768
8574,Michael,10.0,0.8411985654990906
8581,Boa tarde,12.0,0.9081050786729821
8587,Sim,5.0,0.9880873048952942
8594,Obrigado,7.0,0.9859162697976918
8596,Boa tarde,12.0,0.9081050786729821
8603,43472175877,13.0,0.8227980513362876
8605,12869007191,13.0,0.8541591461050129
8608,Bom dia!!! Tudo bem?,16.0,0.8695191665977093
8612,"Gostaria de uma informação 
Eu tomei remédio injetável 
Pra n engravidar parei de tomar já tem quase 6 mês e a menstruação n desceu ainda já fiz exames pra ver se poderia tar grávida e n tô 
A gostaria de saber se tem algum remédio q faz a menstruação deser",17.0,0.8146979580679465
8617,??,6.0,0.9738372424132666
8624,Boa tarde,12.0,0.9081050786729821
8626,Oi,3.0,0.9999177003965305
8635,Bom dia,11.0,0.9927247826671293
8645,Obrigada,2.0,0.9627894558350756
8648,3,13.0,0.9309000111928037
8656,Obrigado!,16.0,0.8041436608044272
8661,Certo,19.0,0.989127781057761
8663,?,6.0,0.9903489639542571
8668,Cara estou no hospital com minha esposa ela está ganhando nenê não sei se melhorou,17.0,0.8121634356505936
8673,???,6.0,0.9517508450308584
8675,Ouvirmax Center Um,9.0,0.8523560283103125
8677,Paraaa,10.0,0.8122497763795323
8679,Obrigado,7.0,0.9859162697976918
8688,Sim,5.0,0.9880873048952942
8689,Oi,3.0,0.9999177003965305
8703,"Boa-tarde Bete, tudo bom!?",16.0,0.8235650277827612
8705,Ione Vieira de Araújo,9.0,0.8475465250961739
8720,Maria Claudia Lima Carvalho,9.0,0.8133743178332984
8731,Cocó,10.0,0.8374439507174549
8736,Marcos César Saraiva de Oliveira 22892,9.0,0.9104185036398433
8737,?,6.0,0.9903489639542571
8739,Endereço Rua Doutor Francisco Matos 679 apto 1403 torre sea condominio parklife,9.0,0.8173888088817831
8740,Sim,5.0,0.9880873048952942
8745,?,6.0,0.9903489639542571
8746,???,6.0,0.9517508450308584
8748,Josiane Cristina de Jesus,9.0,0.820903695589598
8757,Ok,4.0,0.9999925679915664
8764,Boa tarde,12.0,0.9081050786729821
8767,???,6.0,0.9517508450308584
8784,Boa tarde,12.0,0.9081050786729821
8788,Emanuel,10.0,0.8250798782927495
8789,Obrigada,2.0,0.9627894558350756
8792,Ok,4.0,0.9999925679915664
8803,Oi,3.0,0.9999177003965305
8805,Ok,4.0,0.9999925679915664
8818,Emanuelle,10.0,0.8481701734183641
8825,"Eu queria saber como faço para pedir que algum técnico venha ver à internet, está muito ruim",17.0,0.8000310943234274
8826,4,13.0,0.8569259173317467
8836,27,13.0,0.8964098017732445
8849,Bom dia,11.0,0.9927247826671293
8859,Obrigada,2.0,0.9627894558350756
8861,????,6.0,0.9330070096650737
8863,Ok,4.0,0.9999925679915664
8866,?,6.0,0.9903489639542571
8876,1045-MA,13.0,0.8031664540567097
8881,Ou ela so recebe se ela verificar no meu inss porque muita gente nao tem asseso e nem sabe nem pra onde vai,17.0,0.8162146539691983
8883,5,13.0,0.8520622415298768
8886,Boa tarde,12.0,0.9081050786729821
8891,Obrigada,2.0,0.9627894558350756
8897,1137852,13.0,0.8401871787267363
8902,5,13.0,0.8520622415298768
8905,Sim,5.0,0.9880873048952942
8916,Ok,4.0,0.9999925679915664
8920,1423,13.0,0.8830409579755529
8921,Obrigado,7.0,0.9859162697976918
8926,Ok,4.0,0.9999925679915664
8932,Boa tarde,12.0,0.9081050786729821
8935,Boa tarde,12.0,0.9081050786729821
8940,Ok,4.0,0.9999925679915664
8943,Sim,5.0,0.9880873048952942
8944,298 758 948 42,13.0,0.8818965596525417
8949,Unimed,10.0,0.8548461917134229
8955,Boa tarde,12.0,0.9081050786729821
8963,Oi,3.0,0.9999177003965305
8983,987852276,13.0,0.8489273694303638
8985,Vcs tem um péssimo atendimento ao cliente,14.0,0.8099399103367667
8987,?????,6.0,0.9192450024273495
8989,Boa tarde,12.0,0.9081050786729821
8992,Sim,5.0,0.9880873048952942
8999,"Boa tarde Gerson, temos um problema no meu apartamento. Vazamento de gás. Preciso de um contato...para poder resolver. Você tem alguma número?",14.0,0.8024639001968785
9012,Boa tarde,12.0,0.9081050786729821
9016,Boa tarde,12.0,0.9081050786729821
9021,Gabriella Neiva Albuquerque Xavier,9.0,0.8117377422194151
9023,04218636176,13.0,0.8232097125042397
9035,Ok,4.0,0.9999925679915664
9037,Bloco B ap12,9.0,0.8169318526885363
9039,Ok,4.0,0.9999925679915664
9046,"Gostaria de ter acesso às certidões negativas de débitos dos imóveis, cujas inscrições são:
1 - 11126;
2 - 10857;
3 - 8363

Todos de propriedade de Dário Lima, cpf: 195.230.923-91",8.0,0.8308261222616777
9047,Sim,5.0,0.9880873048952942
9058,Ok Alessandra Miranda da Silva,9.0,0.8617551407742248
9063,Ok,4.0,0.9999925679915664
9067,5,13.0,0.8520622415298768
9069,Ok,4.0,0.9999925679915664
9070,Bom dia ok,11.0,0.885435162741378
9096,1138887,13.0,0.8898572738705445
9108,Olá,15.0,0.8845560941342169
9122,MARINEIDE FRANCISCA DE ALMEIDA,9.0,0.8441840191913289
9124,Obrigada,2.0,0.9627894558350756
9126,Sim,5.0,0.9880873048952942
9129,Ok,4.0,0.9999925679915664
9131,Boa tarde,12.0,0.9081050786729821
9132,Ok,4.0,0.9999925679915664
9134,Mesmo com aquele reajuste do salário ficou o mesmo valor?,14.0,0.8590484524028001
9139,Certo,19.0,0.989127781057761
9143,Obrigado,7.0,0.9859162697976918
9154,Sim,5.0,0.9880873048952942
9163,Sim,5.0,0.9880873048952942
9167,?,6.0,0.9903489639542571
9171,Boa Tarde,9.0,0.814110557008938
9172,Recebido,7.0,0.8266058437749854
9173,Ok,4.0,0.9999925679915664
9179,ANYDESK 738 620 751,8.0,0.862270511783612
9180,Queria saber se está constando bloqueio,0.0,0.8131406071901806
9182,?,6.0,0.9903489639542571
9183,Pode deixar,0.0,0.8504619648371038
9187,23212098015,13.0,0.8833936803793422
9188,???,6.0,0.9517508450308584
9197,Boa tarde,12.0,0.9081050786729821
9198,Ok,4.0,0.9999925679915664
9200,Ok,4.0,0.9999925679915664
9202,Oi,3.0,0.9999177003965305
9207,????,6.0,0.9330070096650737
9214,Ok,4.0,0.9999925679915664
9236,??,6.0,0.9738372424132666
9241,Ok,4.0,0.9999925679915664
9246,Obrigada,2.0,0.9627894558350756
9254,1141022,13.0,0.8729247478199658
9258,Ok,4.0,0.9999925679915664
9262,1140948,13.0,0.8490699188018725
9267,Oi,3.0,0.9999177003965305
9268,Boa tarde Renata,12.0,0.863133917429201
9283,.,6.0,0.9528993961538452
9288,"559 620 411 00
Evani Lourenço leite",8.0,0.8703177626291018
9293,Bom dia,11.0,0.9927247826671293
9298,Oi,3.0,0.9999177003965305
9299,Boa tarde,12.0,0.9081050786729821
9302,Oi! Boa tarde!,16.0,0.8334545661480138
9303,Ricardo Teixeira lima  CPF 74785761768,9.0,0.8253207596946661
9305,Oi td bem sim!!!,16.0,0.8187510638122024
9308,Oi,3.0,0.9999177003965305
9309,Oba ok!! Aviso sim,16.0,0.8216002568880334
9316,Bom dia,11.0,0.9927247826671293
9318,Boa tarde,12.0,0.9081050786729821
9325,??,6.0,0.9738372424132666
9327,Olá,15.0,0.8845560941342169
9330,Ela foi paga  ontem dia 24 05  segunda feira,8.0,0.8426820997706793
9332,Certo,19.0,0.989127781057761
9334,Boa tarde,12.0,0.9081050786729821
9337,Ok,4.0,0.9999925679915664
9340,Ok,4.0,0.9999925679915664
9341,Ok,4.0,0.9999925679915664
9343,Canal,10.0,0.8885435018659462
9354,Boa tarde,12.0,0.9081050786729821
9357,Oi,3.0,0.9999177003965305
9361,Já estou aqui,18.0,0.8446037816326288
9369,?,6.0,0.9903489639542571
9372,Ok,4.0,0.9999925679915664
9379,Ana Kesia 49066,9.0,0.8473113575807436
9390,Convênio Athia,9.0,0.8736426824852682
9391,Ola?,16.0,0.860468388916926
9392,Sim,5.0,0.9880873048952942
9393,Blz,10.0,0.8409440701686757
9399,1,13.0,0.9225807665146257
9400,Bom dia!! Ok,16.0,0.8076923877598088
9403,?,6.0,0.9903489639542571
9405,"Oii! Tudo bem? Estou procurando casa para temporada e queria entender como funciona. 

Voce tem alguma opcao em Maresias para aprox 13/15 pessoas? 

Vi a opcao no site 6230

Obrigada desde ja!",1.0,0.810182825339004
9412,3,13.0,0.9309000111928037
9414,13084752842,13.0,0.8842252884519262
9415,Certo,19.0,0.989127781057761
9421,?,6.0,0.9903489639542571
9425,Boa Tarde,9.0,0.814110557008938
9429,"Tuanne, me explica esse desconto? Do plano anual. Ficaria quanto por mês então? Os 249 já é com desconto?",16.0,0.8056706036689837
9438,?,6.0,0.9903489639542571
9439,04017697984,13.0,0.8426129176233672
9443,Obrigado,7.0,0.9859162697976918
9447,Obrigada,2.0,0.9627894558350756
9450,Ana Kesia 49066,9.0,0.8473113575807436
9454,Sim,5.0,0.9880873048952942
9455,43270786204,13.0,0.8723458365149579
9463,Boa tarde,12.0,0.9081050786729821
9468,?,6.0,0.9903489639542571
9475,???????,6.0,0.9010670146096985
9476,Ok,4.0,0.9999925679915664
9481,Boa tarde,12.0,0.9081050786729821
9483,?,6.0,0.9903489639542571
9486,"Boa tarde, 

Dosagem de Fluoreto no Sangue
Exame Anatomopatológico por Fragmento
P-aminofenol (para anilina)
Paraminofenol (4-Aminofenol)
Substâncias redutoras nas fezes
Triagem Toxicológica (URINA)
Uricosuria

Realizamos esses exames ? Quais os nomes?",9.0,0.8681760589728393
9494,Sim,5.0,0.9880873048952942
9495,Silvio Ferreira Leite,9.0,0.8971987153657144
9498,Top,10.0,0.8379081449726746
9500,Blz,10.0,0.8409440701686757
9503,Jardim Santo Eduardo,9.0,0.8584408670457723
9505,Alessandra Ribeiro da Silva 117882,9.0,0.8000728664849088
9511,?,6.0,0.9903489639542571
9513,Ok,4.0,0.9999925679915664
9517,Pode enviar,0.0,0.8548666609847758
9519,20488233598,13.0,0.8739939025207031
9521,Ok,4.0,0.9999925679915664
9534,5,13.0,0.8520622415298768
9536,04431715304,13.0,0.8021235392948002
9542,?,6.0,0.9903489639542571
9544,.,6.0,0.9528993961538452
9551,Sim,5.0,0.9880873048952942
9553,Oi Boa tarde,12.0,0.8141318088179824
9555,Presencial?,16.0,0.8290518450956269
9559,Olá,15.0,0.8845560941342169
9560,?,6.0,0.9903489639542571
9571,Sim,5.0,0.9880873048952942
9575,Olá,15.0,0.8845560941342169
9576,84 986273130,13.0,0.8990871847142722
9579,Obrigada,2.0,0.9627894558350756
9580,1137852,13.0,0.8401871787267363
9582,Ok,4.0,0.9999925679915664
9585,Certo,19.0,0.989127781057761
9587,Moro em uma ocupação onde ela está começando a ser legalizada fiz á minha ligação em abril e minha conta de veio 224.72,1.0,0.8154432389234306
9598,Boa tarde,12.0,0.9081050786729821
9603,"Fiz o passo a passo que você me mandou,  tive que gerar um requerimento, acredito que agora vá para análise se eu tenho direito ou não.
Estou certo?",17.0,0.8313159265758112
9604,???,6.0,0.9517508450308584
9611,Bom dia Tudo bem sim,11.0,0.8098787309493432
9617,"7 x 76,37",8.0,0.8101878353851915
9618,1,13.0,0.9225807665146257
